Filename	ambig_basecount	ambig_full_basecount	cov_avg	cov_max	cov_med	cov_min	error	family	fasta_file	genes	identification	identification_method	identification_rank	length	n_aligned	n_reads	nuc_basecount	nuc_full_basecount	obs_taxon	output_dir	process_id	protein_reference_file	r	run_name	s	samples_file	skipped_reads_low_rel	species	stop_codons
BGENL031-23_r_1_s_50_BGENL031-23	0	3	50.7573385518591	110.0	49.0	23.0	None	Bibionidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Bibionidae	BLAST	None	1533	943	6341667	657	1533	Bibionidae,Muscidae,Anthomyiidae,Calliphoridae,Tachinidae,Tabanidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL031-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	247	Dilophus humeralis	0
BGENL032-23_r_1_s_50_BGENL032-23	37	79	8.129158512720156	18.0	8.0	0.0	None	Bibionidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Bibionidae	BLAST	None	1533	135	1617657	657	1509	Bibionidae,Anthomyiidae,Scathophagidae,Tachinidae,Tabanidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL032-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	29	Dilophus humeralis	0
BGENL033-23_r_1_s_50_BGENL033-23	0	0	56.20743639921722	126.0	52.0	16.0	None	Bibionidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Bibionidae	BLAST	None	1533	1108	13995052	657	1533	Bibionidae,Limoniidae,Drosophilidae,Muscidae,Anthomyiidae,Tabanidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL033-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	416	Dilophus humeralis	0
BGENL034-23_r_1_s_50_BGENL034-23	0	0	272.16242661448143	743.0	256.0	15.0	None	Bombyliidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Bombyliidae	BLAST	None	1533	5437	2418174	657	1533	Bombyliidae,Hybotidae,Drosophilidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL034-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	101	Anthrax trifasciatus	0
BGENL035-23_r_1_s_50_BGENL035-23	21	25	7.297455968688846	22.0	6.0	0.0	None	Bombyliidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Bombyliidae	BLAST	None	1533	165	2471221	650	1494	Psilidae,Drosophilidae,Scathophagidae,Tachinidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL035-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	48	Anthrax trifasciatus	0
BGENL036-23_r_1_s_50_BGENL036-23	0	0	41.782778864970645	71.0	42.0	4.0	None	Bombyliidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Bombyliidae	BLAST	None	1533	949	2919467	656	1533	Bombyliidae,Drosophilidae,Muscidae,Tachinidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL036-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	33	Anthrax trifasciatus	0
BGENL037-23_r_1_s_50_BGENL037-23	0	0	98.37573385518591	197.0	100.0	5.0	None	Bombyliidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Bombyliidae	BLAST	None	1533	2338	8911113	657	1533	Bombyliidae,Dolichopodidae,Drosophilidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL037-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	90	Bombylius posticus	0
BGENL038-23_r_1_s_50_BGENL038-23	0	0	84.83561643835617	163.0	85.0	7.0	None	Bombyliidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Bombyliidae	BLAST	None	1533	2020	4317458	656	1533	Bombyliidae,Dolichopodidae,Sepsidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL038-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	33	Bombylius posticus	0
BGENL039-23_r_1_s_50_BGENL039-23	0	0	133.27592954990214	228.0	129.0	1.0	None	Bombyliidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Bombyliidae	BLAST	None	1533	2972	5829438	657	1533	Bombyliidae,Dolichopodidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL039-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	97	Bombylius posticus	0
BGENL040-23_r_1_s_50_BGENL040-23	0	0	160.78277886497065	245.0	166.0	1.0	None	Bombyliidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Bombyliidae	BLAST	None	1533	3110	8244244	656	1533	Bombyliidae,Dolichopodidae,Hybotidae,Drosophilidae,Muscidae,Sarcophagidae,Tabanidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL040-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	148	Conophorus virescens	0
BGENL041-23_r_1_s_50_BGENL041-23	0	0	65.94911937377691	163.0	60.0	3.0	None	Bombyliidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Bombyliidae	BLAST	None	1533	1609	2767780	656	1533	Bombyliidae,Dolichopodidae,Syrphidae,Drosophilidae,Tabanidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL041-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	37	Conophorus virescens	0
BGENL042-23_r_1_s_50_BGENL042-23	0	0	45.34050880626223	75.0	44.0	3.0	None	Bombyliidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Bombyliidae	BLAST	None	1533	857	4112922	656	1533	Bombyliidae,Dolichopodidae,Hybotidae,Drosophilidae,Sarcophagidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL042-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	58	Conophorus virescens	0
BGENL043-23_r_1_s_50_BGENL043-23	0	0	174.86301369863014	292.0	168.0	0.0	None	Bombyliidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Bombyliidae	BLAST	None	1533	3890	7095239	656	1530	Bombyliidae,Hybotidae,Drosophilidae,Xylophagaidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL043-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	78	Exoprosopa jacchus	0
BGENL044-23_r_1_s_50_BGENL044-23	0	0	165.39334637964774	242.0	166.0	1.0	None	Bombyliidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Bombyliidae	BLAST	None	1533	3054	5692098	656	1533	Bombyliidae,Hybotidae,Drosophilidae,Sphaeroceridae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL044-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	84	Exoprosopa jacchus	0
BGENL045-23_r_1_s_50_BGENL045-23	0	0	57.11741682974559	100.0	55.0	0.0	None	Bombyliidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Bombyliidae	BLAST	None	1533	1180	4959995	656	1530	Bombyliidae,Hybotidae,Drosophilidae,Sphaeroceridae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL045-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	50	Exoprosopa jacchus	0
BGENL046-23_r_1_s_50_BGENL046-23	0	0	1668.7906066536204	2676.0	1697.0	4.0	None	Bombyliidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Bombyliidae	BLAST	None	1533	32427	1735596	657	1533	Bombyliidae,Xylophagaidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL046-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	253	Lomatia lateralis	0
BGENL047-23_r_1_s_50_BGENL047-23	0	1	36.92563600782779	73.0	37.0	1.0	None	Bombyliidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Bombyliidae	BLAST	None	1533	938	5818531	657	1533	Asilidae,Bombyliidae,Hybotidae,Xylophagaidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL047-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	66	Lomatia lateralis	0
BGENL048-23_r_1_s_50_BGENL048-23	0	0	179.013698630137	486.0	154.0	7.0	None	Bombyliidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Bombyliidae	BLAST	None	1533	4211	35105183	657	1533	Bombyliidae,Tephritidae,Rhagionidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL048-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	395	Lomatia lateralis	0
BGENL049-23_r_1_s_50_BGENL049-23	0	0	65.89432485322897	116.0	64.0	21.0	None	Polleniidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Polleniidae	BLAST	None	1533	1476	4395687	656	1533	Polleniidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL049-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	20	Pollenia viatica	0
BGENL050-23_r_1_s_50_BGENL050-23	19	30	13.142857142857142	30.0	13.0	2.0	None	Polleniidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Polleniidae	BLAST	None	1533	270	1489684	656	1533	Polleniidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL050-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	17	Pollenia viatica	0
BGENL051-23_r_1_s_50_BGENL051-23	0	0	38.403131115459885	85.0	36.0	8.0	None	Polleniidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Polleniidae	BLAST	None	1533	869	867703	656	1533	Polleniidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL051-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	16	Pollenia viatica	0
BGENL052-23_r_1_s_50_BGENL052-23	0	0	71.88845401174169	104.0	73.0	29.0	None	Camillidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Camillidae	BLAST	None	1533	1110	5293367	657	1533	Drosophilidae,Ephydridae,Muscidae,Fanniidae,Anthomyiidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL052-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	194	Camilla glabra	0
BGENL053-23_r_1_s_50_BGENL053-23	0	0	109.81996086105676	171.0	109.0	62.0	None	Camillidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Camillidae	BLAST	None	1533	1742	4830516	657	1533	Drosophilidae,Ephydridae,Muscidae,Fanniidae,Anthomyiidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL053-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	207	Camilla glabra	0
BGENL054-23_r_1_s_50_BGENL054-23	24	97	9.373776908023483	26.0	9.0	0.0	None	Camillidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Camillidae	BLAST	None	1533	159	661621	655	1515	Tettigoniidae,Nitidulidae,Curculionidae,Bostrichidae,Ptinidae,Ulidiidae,Vespidae,Tetracampidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL054-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	90	Camilla glabra	0
BGENL055-23_r_1_s_50_BGENL055-23	0	0	39.211350293542075	68.0	37.0	10.0	None	Canacidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Canacidae	BLAST	None	1533	741	2537081	657	1533	Chloropidae,Drosophilidae,Ephydridae,Muscidae,Anthomyiidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL055-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	15	Tethina grisea	0
BGENL056-23_r_1_s_50_BGENL056-23	0	0	51.21526418786693	83.0	51.0	27.0	None	Canacidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Canacidae	BLAST	None	1533	915	780554	657	1533	Chloropidae,Psilidae,Ephydridae,Muscidae,Anthomyiidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL056-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	21	Tethina grisea	0
BGENL057-23_r_1_s_50_BGENL057-23	0	0	60.83561643835616	96.0	59.0	25.0	None	Canacidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Canacidae	BLAST	None	1533	1310	772539	657	1533	Chloropidae,Psilidae,Ephydridae,Muscidae,Anthomyiidae,Calliphoridae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL057-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	38	Tethina grisea	0
BGENL058-23_r_1_s_50_BGENL058-23	41	81	4.871844660194175	17.0	4.0	0.0	None	Chloropidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Chloropidae	BLAST	None	1545	84	513310	645	1479	Culicidae,Syrphidae,Chloropidae,Muscidae,Sarcophagidae,Tachinidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL058-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	8	Aphanotrigonum meijeri	0
BGENL059-23_r_1_s_50_BGENL059-23	0	32	1.7631067961165048	9.0	1.0	0.0	None	Chloropidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Chloropidae	BLAST	None	1545	30	200989	328	1056	Tephritidae,Scathophagidae,Sarcophagidae,Tortricidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL059-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	10	Aphanotrigonum meijeri	1
BGENL060-23_r_1_s_50_BGENL060-23	29	57	1.0951456310679613	5.0	1.0	0.0	None	Chloropidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Chloropidae	BLAST	None	1545	23	130328	471	939	Erebidae,Nymphalidae,Riodinidae,Geometridae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL060-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	8	Aphanotrigonum meijeri	0
BGENL061-23_r_1_s_50_BGENL061-23	23	46	6.227005870841487	19.0	6.0	0.0	None	Chloropidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Chloropidae	BLAST	None	1533	156	944191	624	1500	Anthomyiidae,Scathophagidae,Sarcophagidae,Tachinidae,Rhiniidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BGENL061-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	8	Chlorops frontosus	0
